        TIME                    X      Y      RAWX   RAWY   DETX   DETY
        s                       pixel  pixel  pixel  pixel  pixel  pixel
   2251   4.729463235617517E+08    205    439     84    170     85    171
   2252   4.729463235617517E+08    -91    342    395    164    396    165
   2253   4.729463285763517E+08    156    723     46    454     47    455
   2254   4.729463285763517E+08   -217    585    442    433    443    434
   2255   4.729463285763517E+08     14    270    316     64    317     65
   2256   4.729463310836917E+08   -101    573    335    387    336    388
   2257   4.729463310836917E+08   -309    457    569    338    570    339
   2258   4.729463310836917E+08    -81    690    282    493    283    494
   2259   4.729463310836917E+08     63    699    142    459    143    460
   2260   4.729463310836917E+08    163    575     82    311     83    312
   2261   4.729463310836917E+08    -96    464    364    281    365    282
   2262   4.729463310836917E+08     10    324    304    116    305    117
   2263   4.729463310836917E+08    -95    658    304    467    305    468
   2264   4.729463310836917E+08   -119    351    419    180    420    181
   2265   4.729463335910317E+08   -185    659    390    495    391    496
   2266   4.729463335910317E+08   -291    547    524    419    525    420
   2267   4.729463335910317E+08    190    687     24    410     25    411
   2268   4.729463335910317E+08    104    493    163    250    164    251
   2269   4.729463335910317E+08    228    503     42    223     43    224
   2270   4.729463335910317E+08     80    442    202    208    203    209
   2271   4.729463335910317E+08   -203    300    514    157    515    158
   2272   4.729463335910317E+08   -112    286    431    116    432    117
   2273   4.729463360983117E+08    144    703     63    438     64    439
   2274   4.729463360983117E+08    -55    636    273    434    274    435
   2275   4.729463360983117E+08   -259    318    563    191    564    192
   2276   4.729463360983117E+08   -203    290    517    148    518    149
   2277   4.729463386056317E+08     18    664    195    438    196    439
   2278   4.729463386056317E+08   -129    574    362    397    363    398
   2279   4.729463386056317E+08   -286    398    565    276    566    277
   2280   4.729463386056317E+08    142    462    137    209    138    210
   2281   4.729463386056317E+08      3    246    334     45    335     46
   2282   4.729463411129517E+08   -327    513    569    398    570    399
   2283   4.729463411129517E+08   -111    286    431    116    432    117
   2284   4.729463461275917E+08   -132    699    328    516    329    517
   2285   4.729463461275917E+08     49    742    142    504    143    505
   2286   4.729463461275917E+08    -53    448    328    253    329    254
   2287   4.729463461275917E+08     10    324    304    116    305    117
   2288   4.729463486349117E+08    -40    685    244    476    245    477
   2289   4.729463486349117E+08     73    431    212    201    213    202
   2290   4.729463486349117E+08   -285    314    588    195    589    196
   2291   4.729463486349117E+08     76    315    244     88    245     89
   2292   4.729463486349117E+08    173    307    153     52    154     53
   2293   4.729463511422317E+08     62    699    142    459    143    460
   2294   4.729463511422317E+08   -315    557    544    436    545    437
   2295   4.729463511422317E+08   -257    555    489    417    490    418
   2296   4.729463511422317E+08    -83    534    329    345    330    346
   2297   4.729463511422317E+08     75    315    244     88    245     89
   2298   4.729463536495517E+08     38    466    235    244    236    245
   2299   4.729463536495517E+08    191    492     80    223     81    224
   2300   4.729463561569117E+08   -185    660    390    495    391    496
   2301   4.729463561569117E+08    111    662    106    408    107    409
   2302   4.729463561569117E+08   -201    538    440    384    441    385
   2303   4.729463611715117E+08    -12    467    283    260    284    261
   2304   4.729463636788316E+08     36    756    150    521    151    522
   2305   4.729463636788316E+08   -129    569    363    391    364    392
   2306   4.729463636788316E+08    172    307    153     52    154     53
   2307   4.729463661861918E+08   -175    280    493    130    494    131
   2308   4.729463686934517E+08   -334    537    568    422    569    423
   2309   4.729463712007917E+08   -133    699    328    516    329    517
   2310   4.729463712007917E+08    157    360    152    107    153    108
   2311   4.729463737081117E+08    -57    628    276    426    277    427
   2312   4.729463737081117E+08     69    565    174    328    175    329
   2313   4.729463737081117E+08     86    562    159    320    160    321
   2314   4.729463737081117E+08     16    406    273    192    274    193
   2315   4.729463737081117E+08   -237    305    544    172    545    173
   2316   4.729463737081117E+08   -203    300    514    157    515    158
   2317   4.729463762154517E+08   -315    629    521    504    522    505
   2318   4.729463762154517E+08     61    699    142    459    143    460
   2319   4.729463762154517E+08   -250    404    528    270    529    271
   2320   4.729463762154517E+08   -237    305    544    172    545    173
   2321   4.729463787227317E+08   -217    585    442    433    443    434
   2322   4.729463787227317E+08   -176    280    493    130    494    131
   2323   4.729463812300517E+08   -203    624    417    466    418    467
   2324   4.729463812300517E+08   -255    567    484    427    485    428
   2325   4.729463812300517E+08    -92    342    395    164    396    165
   2326   4.729463837373917E+08   -253    688    445    541    446    542
   2327   4.729463837373917E+08     47    742    142    504    143    505
   2328   4.729463837373917E+08   -100    695    297    502    298    503
   2329   4.729463837373917E+08    -81    636    296    441    297    442
   2330   4.729463837373917E+08   -339    472    592    361    593    362
   2331   4.729463837373917E+08    103    494    163    250    164    251
   2332   4.729463837373917E+08    213    496     57    220     58    221
   2333   4.729463862447317E+08   -261    318    563    191    564    192
   2334   4.729463862447317E+08   -152    202    493     47    494     48
   2335   4.729463862447317E+08    111    661    106    408    107    409
   2336   4.729463887520117E+08    -95    719    286    524    287    525
   2337   4.729463887520117E+08   -133    699    328    516    329    517
   2338   4.729463912593317E+08   -105    746    287    553    288    554
   2339   4.729463912593317E+08    -26    414    310    213    311    214
   2340   4.729463912593317E+08     59    650    159    413    160    414
   2341   4.729463937666517E+08   -217    585    442    433    443    434
   2342   4.729463937666517E+08    261    462     22    174     23    175
   2343   4.729463962740117E+08    -81    636    296    441    297    442
   2344   4.729463962740117E+08   -188    531    430    373    431    374
   2345   4.729463962740117E+08   -216    484    470    336    471    337
   2346   4.729463962740117E+08   -261    317    563    191    564    192
   2347   4.729463962740117E+08     68    271    263     48    264     49
   2348   4.729463987812917E+08   -252    688    445    541    446    542
   2349   4.729463987812917E+08   -173    348    470    194    471    195
   2350   4.729463987812917E+08    -21    243    357     48    358     49
   2351   4.729463987812917E+08   -151    202    493     47    494     48
   2352   4.729464012886117E+08   -292    547    524    419    525    420
   2353   4.729464037959517E+08    -35    193    384      4    385      5
   2354   4.729464063032517E+08   -207    452    472    304    473    305
   2355   4.729464063032517E+08    213    553     40    274     41    275
   2356   4.729464088105517E+08   -196    497    447    343    448    344
   2357   4.729464088105517E+08   -112    287    431    116    432    117
   2358   4.729464088105517E+08   -177    258    501    109    502    110
   2359   4.729464088105517E+08    -69    251    400     70    401     71
   2360   4.729464381860034E+08    825    281    546    149    547    150
   2361   4.729464381860034E+08   1281    589     20    309     21    310
   2362   4.729464381860034E+08    851    451    472    304    473    305
   2363   4.729464381860034E+08   1292    454     50    177     51    178
   2364   4.729464381860034E+08    853    289    517    148    518    149
   2365   4.729464381860034E+08   1285    342     89     72     90     73
   2366   4.729464381860034E+08   1234    697     33    426     34    427
   2367   4.729464381860034E+08   1144    634    137    393    138    394
   2368   4.729464381860034E+08    891    515    415    353    416    354
   2369   4.729464381860034E+08   1161    751     87    499     88    500
   2370   4.729464406933317E+08   1090    601    201    377    202    378
   2371   4.729464406933317E+08   1147    558    159    320    160    321
   2372   4.729464406933317E+08   1271    538     47    265     48    266
   2373   4.729464406933317E+08   1121    450    217    224    218    225
   2374   4.729464406933317E+08   1143    248    254     25    255     26
   2375   4.729464432006717E+08    947    284    431    116    432    117
   2376   4.729464432006717E+08    983    232    412     56    413     57
   2377   4.729464457079517E+08   1028    794    203    580    204    581
   2378   4.729464457079517E+08    930    573    362    397    363    398
   2379   4.729464457079517E+08   1175    435    169    194    170    195
   2380   4.729464457079517E+08    913    343    446    183    447    184
   2381   4.729464457079517E+08    939    348    419    180    420    181
   2382   4.729464457079517E+08    960    287    418    115    419    116
   2383   4.729464457079517E+08    921    260    462    101    463    102
   2384   4.729464457079517E+08   1038    274    347     80    348     81
   2385   4.729464457079517E+08    983    231    412     56    413     57
   2386   4.729464457079517E+08   1136    256    259     35    260     36
   2387   4.729464482152917E+08    962    692    297    502    298    503
   2388   4.729464482152917E+08   1283    589     20    309     21    310
   2389   4.729464482152917E+08   1274    493     57    220     58    221
   2390   4.729464482152917E+08   1094    385    261    169    262    170
   2391   4.729464507226117E+08   1163    750     87    499     88    500
   2392   4.729464507226117E+08   1280    424     72    152     73    153
   2393   4.729464507226117E+08    855    288    517    148    518    149
   2394   4.729464507226117E+08   1134    311    244     88    245     89
   2395   4.729464532299517E+08    856    298    514    157    515    158
   2396   4.729464532299517E+08   1114    346    252    127    253    128
   2397   4.729464557372317E+08   1153    612    138    370    139    371
   2398   4.729464582445717E+08    905    640    367    470    368    471
   2399   4.729464582445717E+08   1147    634    137    393    138    394
   2400   4.729464582445717E+08   1167    396    187    159    188    160
   2401   4.729464582445717E+08    828    281    546    149    547    150
   2402   4.729464607518917E+08    904    641    367    470    368    471
   2403   4.729464607518917E+08    732    512    569    398    570    399
   2404   4.729464607518917E+08    939    348    419    180    420    181
   2405   4.729464632591916E+08    907    696    348    522    349    523
   2406   4.729464632591916E+08   1175    720     85    467     86    468
   2407   4.729464657665117E+08    733    568    551    451    552    452
   2408   4.729464657665117E+08    843    583    442    433    443    434
   2409   4.729464657665117E+08    930    573    362    397    363    398
   2410   4.729464657665117E+08    765    506    539    383    540    384
   2411   4.729464657665117E+08   1293    454     50    177     51    178
   2412   4.729464682738317E+08    734    568    551    451    552    452
   2413   4.729464682738317E+08    845    482    470    336    471    337
   2414   4.729464682738317E+08   1124    383    231    159    232    160
   2415   4.729464682738317E+08   1133    311    244     88    245     89
   2416   4.729464707811717E+08    857    622    417    466    418    467
   2417   4.729464707811717E+08    992    391    356    205    357    206
   2418   4.729464707811717E+08    970    272    412     98    413     99
   2419   4.729464732884517E+08   1024    529    285    328    286    329
   2420   4.729464732884517E+08   1283    589     20    309     21    310
   2421   4.729464732884517E+08   1016    352    344    161    345    162
   2422   4.729464732884517E+08   1142    248    254     25    255     26
   2423   4.729464757957916E+08   1168    556    139    311    140    312
   2424   4.729464757957916E+08    989    249    400     70    401     71
   2425   4.729464757957916E+08   1090    259    300     49    301     50
   2426   4.729464783031318E+08   1145    635    137    393    138    394
   2427   4.729464783031318E+08   1195    560    112    307    113    308
   2428   4.729464783031318E+08   1119    449    217    224    218    225
   2429   4.729464783031318E+08   1019    376    334    182    335    183
   2430   4.729464783031318E+08    827    296    541    164    542    165
   2431   4.729464808104116E+08    750    472    563    354    564    355
   2432   4.729464808104116E+08    887    389    456    234    457    235
   2433   4.729464833177317E+08    725    535    568    422    569    423
   2434   4.729464833177317E+08    731    512    569    398    570    399
   2435   4.729464833177317E+08    821    303    544    172    545    173
   2436   4.729464833177317E+08    907    199    493     47    494     48
   2437   4.729464858250517E+08    767    545    524    419    525    420
   2438   4.729464858250517E+08    917    529    387    358    388    359
   2439   4.729464858250517E+08    965    340    395    164    396    165
   2440   4.729464883323917E+08    915    723    330    544    331    545
   2441   4.729464883323917E+08    971    735    273    539    274    540
   2442   4.729464883323917E+08    959    692    297    502    298    503
   2443   4.729464883323917E+08    929    573    362    397    363    398
   2444   4.729464908396917E+08    843    715    402    559    403    560
   2445   4.729464908396917E+08    980    674    283    479    284    480
   2446   4.729464908396917E+08    844    482    470    336    471    337
   2447   4.729464933470116E+08   1018    376    334    182    335    183
   2448   4.729464933470116E+08   1142    248    254     25    255     26
   2449   4.729464958543317E+08   1004    445    328    253    329    254
   2450   4.729464958543317E+08    985    391    362    206    363    207
   2451   4.729464958543317E+08    821    304    544    172    545    173
   2452   4.729464958543317E+08    966    340    395    164    396    165
   2453   4.729464983616717E+08    881    257    501    109    502    110
   2454   4.729465008689717E+08   1110    769    130    531    131    532
   2455   4.729465008689717E+08   1142    280    244     55    245     56
   2456   4.729465008689717E+08   1109    257    282     43    283     44
   2457   4.729465033762717E+08   1070    268    316     64    317     65
   2458   4.729465058836317E+08   1005    438    329    246    330    247
   2459   4.729465058836317E+08    990    391    356    205    357    206
   2460   4.729465083909117E+08   1239    497     88    233     89    234
   2461   4.729465108982316E+08   1000    429    336    239    337    240
   2462   4.729465108982316E+08    938    348    419    180    420    181
   2463   4.729465108982316E+08    871    319    491    172    492    173
   2464   4.729465108982316E+08    974    348    384    169    385    170
   2465   4.729465108982316E+08    825    281    546    149    547    150
   2466   4.729465134055517E+08    861    524    441    370    442    371
   2467   4.729465134055517E+08   1167    555    139    311    140    312
   2468   4.729465134055517E+08   1293    496     36    216     37    217
   2469   4.729465134055517E+08    958    287    418    115    419    116
   2470   4.729465134055517E+08    981    232    412     56    413     57
   2471   4.729465159128917E+08    737    517    561    400    562    401
   2472   4.729465159128917E+08   1128    561    174    328    175    329
   2473   4.729465184201917E+08   1110    685    155    451    156    452
   2474   4.729465184201917E+08   1089    399    259    183    260    184
   2475   4.729465184201917E+08   1278    423     72    152     73    153
   2476   4.729465184201917E+08   1162    270    228     39    229     40
   2477   4.729465209275116E+08   1144    594    150    354    151    355
   2478   4.729465209275116E+08    884    347    470    194    471    195
   2479   4.729465209275116E+08   1207    389    149    140    150    141
   2480   4.729465209275116E+08   1214    356    152    107    153    108
   2481   4.729465234348518E+08   1174    369    186    131    187    132
   2482   4.729465259421317E+08   1143    593    150    354    151    355
   2483   4.729465259421317E+08   1293    496     36    216     37    217
   2484   4.729465259421317E+08    953    325    411    152    412    153
   2485   4.729465284494516E+08    886    389    456    234    457    235
   2486   4.729465284494516E+08    824    310    538    177    539    178
   2487   4.729465309567717E+08    988    440    345    253    346    254
   2488   4.729465309567717E+08    825    310    538    177    539    178
   2489   4.729465334641317E+08   1113    346    252    127    253    128
   2490   4.729465359714117E+08    882    411    454    256    455    257
   2491   4.729465359714117E+08    965    341    395    164    396    165
   2492   4.729465359714117E+08   1214    357    152    107    153    108
   2493   4.729465384787316E+08    725    536    568    422    569    423
   2494   4.729465384787316E+08   1156    593    138    349    139    350
   2495   4.729465384787316E+08   1171    578    129    331    130    332
   2496   4.729465384787316E+08    882    434    447    279    448    280
   2497   4.729465384787316E+08   1073    404    273    192    274    193
   2498   4.729465384787316E+08    820    304    544    172    545    173
   2499   4.729465409860718E+08    891    515    415    353    416    354
   2500   4.729465434933517E+08   1159    549    148    307    149    308
   2501   4.729465434933517E+08    882    435    447    279    448    280
   2502   4.729465434933517E+08   1173    435    169    194    170    195
   2503   4.729465434933517E+08   1025    333    340    139    341    140
   2504   4.729465434933517E+08   1132    311    244     88    245     89
   2505   4.729465460006717E+08    855    622    417    466    418    467
   2506   4.729465460006717E+08    731    569    551    451    552    452
   2507   4.729465460006717E+08   1150    612    138    370    139    371
   2508   4.729465460006717E+08   1143    593    150    354    151    355
   2509   4.729465460006717E+08   1125    484    200    255    201    256
   2510   4.729465485080317E+08   1093    754    150    521    151    522
   2511   4.729465485080317E+08   1200    584     98    328     99    329
   2512   4.729465485080317E+08   1278    424     72    152     73    153
   2513   4.729465754271434E+08   1024    -34    555    299    556    300
   2514   4.729465754271434E+08   1364   -111    252    127    253    128
   2515   4.729465754271434E+08   1196   -173    431    116    432    117
   2516   4.729465754271434E+08   1383   -145    244     88    245     89
   2517   4.729465754271434E+08   1472   -120    151     86    152     87
   2518   4.729465754271434E+08   1392   -209    254     25    255     26
   2519   4.729465779344317E+08   1281    154    255    405    256    406
   2520   4.729465779344317E+08   1001    -30    577    310    578    311
   2521   4.729465804417517E+08   1060    229    445    541    446    542
   2522   4.729465804417517E+08   1285    -45    310    213    311    214
   2523   4.729465804417517E+08   1374    -57    228    176    229    177
   2524   4.729465804417517E+08   1233   -225    412     56    413     57
   2525   4.729465804417517E+08   1392   -209    254     25    255     26
   2526   4.729465829490917E+08   1339    184    191    417    192    418
   2527   4.729465829490917E+08    991     60    561    400    562    401
   2528   4.729465829490917E+08   1144     56    415    353    416    354
   2529   4.729465829490917E+08   1274    -29    316    233    317    234
   2530   4.729465829490917E+08   1305   -124    313    132    314    133
   2531   4.729465829490917E+08   1311   -122    307    132    308    133
   2532   4.729465829490917E+08   1081   -202    550    124    551    125
   2533   4.729465854563717E+08   1447    -67    162    146    163    147
   2534   4.729465879637117E+08   1061   -150    554    179    555    180
   2535   4.729465904710518E+08   1337    331    150    558    151    559
   2536   4.729465904710518E+08   1364    311    130    531    131    532
   2537   4.729465904710518E+08   1481    225     44    415     45    416
   2538   4.729465904710518E+08   1017     76    530    408    531    409
   2539   4.729465904710518E+08   1540     75     31    254     32    255
   2540   4.729465904710518E+08   1564     67     10    239     11    240
   2541   4.729465904710518E+08   1335   -108    280    139    281    140
   2542   4.729465929783316E+08   1189    164    340    441    341    442
   2543   4.729465929783316E+08   1053     14    515    337    516    338
   2544   4.729465954856517E+08   1319   -196    321     58    322     59
   2545   4.729465979929717E+08   1206    252    299    521    300    522
   2546   4.729465979929717E+08   1368    230    150    453    151    454
   2547   4.729465979929717E+08   1262    182    265    437    266    438
   2548   4.729465979929717E+08   1419    -93    196    128    197    129
   2549   4.729466005002917E+08    984    112    551    451    552    452
   2550   4.729466005002917E+08   1020     71    529    401    530    402
   2551   4.729466030076116E+08   1404    197    126    410    127    411
   2552   4.729466030076116E+08   1008    -45    575    294    576    295
   2553   4.729466030076116E+08   1501     93     63    282     64    283
   2554   4.729466030076116E+08   1548     59     27    236     28    237
   2555   4.729466030076116E+08   1105   -168    517    148    518    149
   2556   4.729466030076116E+08   1401    -93    213    134    214    135
   2557   4.729466030076116E+08   1539    -83     79    103     80    104
   2558   4.729466030076116E+08   1220    167    310    434    311    435
   2559   4.729466055149317E+08   1017     77    530    408    531    409
   2560   4.729466055149317E+08   1397    136    150    354    151    355
   2561   4.729466055149317E+08   1384   -146    244     88    245     89
   2562   4.729466080222718E+08   1548     60     27    236     28    237
   2563   4.729466080222718E+08   1454   -188    189     27    190     28
   2564   4.729466080222718E+08   1169    265    330    544    331    545
   2565   4.729466080222718E+08   1143     57    415    353    416    354
   2566   4.729466080222718E+08   1073   -153    544    172    545    173
   2567   4.729466080222718E+08   1368    231    150    453    151    454
   2568   4.729466105295516E+08   1150     72    404    364    405    365
   2569   4.729466130368717E+08   1258    276    242    527    243    528
   2570   4.729466130368717E+08   1016     51    539    383    540    384
   2571   4.729466130368717E+08   1451      2    137    209    138    210
   2572   4.729466130368717E+08   1061   -150    554    179    555    180
   2573   4.729466130368717E+08   1178   -145    441    149    442    150
   2574   4.729466130368717E+08   1311   -122    307    132    308    133
   2575   4.729466155442117E+08   1145    101    401    394    402    395
   2576   4.729466155442117E+08   1549     60     27    236     28    237
   2577   4.729466155442117E+08   1449    -10    143    199    144    200
   2578   4.729466155442117E+08   1364   -111    252    127    253    128
   2579   4.729466180515117E+08   1179    239    328    516    329    517
   2580   4.729466180515117E+08   1208    -16    375    263    376    264
   2581   4.729466180515117E+08   1539     75     31    254     32    255
   2582   4.729466180515117E+08   1112    -88    488    222    489    223
   2583   4.729466180515117E+08   1194   -127    420    161    421    162
   2584   4.729466205588316E+08   1213    236    297    502    298    503
   2585   4.729466205588316E+08   1048   -139    563    191    564    192
   2586   4.729466205588316E+08   1364   -111    252    127    253    128
   2587   4.729466230661718E+08   1156    296    333    576    334    577
   2588   4.729466230661718E+08   1144    102    401    394    402    395
   2589   4.729466230661718E+08   1378     83    183    308    184    309
   2590   4.729466230661718E+08   1563     68     10    239     11    240
   2591   4.729466255734517E+08   1169    266    330    544    331    545
   2592   4.729466255734517E+08   1385    149    156    369    157    370
   2593   4.729466255734517E+08   1513    -19     84    170     85    171
   2594   4.729466255734517E+08   1303    -92    307    162    308    163
   2595   4.729466255734517E+08   1311   -121    307    132    308    133
   2596   4.729466255734517E+08   1233   -225    412     56    413     57
   2597   4.729466280807716E+08   1409     -7    179    213    180    214
   2598   4.729466280807716E+08   1374    -57    228    176    229    177
   2599   4.729466280807716E+08   1166   -139    450    157    451    158
   2600   4.729466280807716E+08   1418    -93    196    128    197    129
   2601   4.729466305881117E+08   1205     40    361    317    362    318
   2602   4.729466305881117E+08   1419    -93    196    128    197    129
   2603   4.729466330954317E+08   1154    184    367    470    368    471
   2604   4.729466330954317E+08   1019     90    524    419    525    420
   2605   4.729466330954317E+08   1414     33    163    250    164    251
   2606   4.729466330954317E+08   1391    -88    221    141    222    142
   2607   4.729466356027317E+08   1015     51    539    383    540    384
   2608   4.729466381100717E+08   1460    108     96    307     97    308
   2609   4.729466406173517E+08   1154    184    367    470    368    471
   2610   4.729466406173517E+08   1530    -17     67    168     68    169
   2611   4.729466406173517E+08   1225   -120    388    158    389    159
   2612   4.729466431246717E+08   1103    252    397    550    398    551
   2613   4.729466431246717E+08    989     61    561    400    562    401
   2614   4.729466431246717E+08   1243    -65    356    205    357    206
   2615   4.729466431246717E+08   1284   -152    341    111    342    112
   2616   4.729466456319916E+08   1203    205    315    475    316    476
   2617   4.729466456319916E+08   1105   -167    517    148    518    149
   2618   4.729466456319916E+08   1086   -175    537    146    538    147
   2619   4.729466481393317E+08   1259    328    224    577    225    578
   2620   4.729466481393317E+08   1481   -154    153     52    154     53
   2621   4.729466506466317E+08   1495    138     54    326     55    327
   2622   4.729466506466317E+08   1574     34      9    204     10    205
   2623   4.729466531539517E+08   1156    295    333    576    334    577
   2624   4.729466531539517E+08   1143    101    401    394    402    395
   2625   4.729466531539517E+08   1242    -66    356    205    357    206
   2626   4.729466531539517E+08   1060   -148    554    179    555    180
   2627   4.729466556612917E+08   1261    183    265    437    266    438
   2628   4.729466556612917E+08   1531    175      9    350     10    351
   2629   4.729466556612917E+08   1539     76     31    254     32    255
   2630   4.729466556612917E+08   1061   -197    568    133    569    134
   2631   4.729466581685717E+08   1019     72    529    401    530    402
   2632   4.729466581685717E+08   1545     39     36    216     37    217
   2633   4.729466581685717E+08   1242    -65    356    205    357    206
   2634   4.729466631832517E+08   1016     78    530    408    531    409
   2635   4.729466631832517E+08   1302   -213    341     46    342     47
   2636   4.729466631832517E+08   1342    -94    269    149    270    150
   2637   4.729466631832517E+08   1260    183    265    437    266    438
   2638   4.729466656905117E+08   1304   -123    313    132    314    133
   2639   4.729466656905117E+08   1176   -145    441    149    442    150
   2640   4.729466656905117E+08   1195     42    369    322    370    323
   2641   4.729466681978517E+08    983    112    551    451    552    452
   2642   4.729466707051917E+08   1075    268    418    575    419    576
   2643   4.729466707051917E+08   1260   -108    351    160    352    161
   2644   4.729466732124717E+08   1561    -28     40    148     41    149
   2645   4.729466757197917E+08   1004     99    535    432    536    433
   2646   4.729466757197917E+08   1545     39     36    216     37    217
   2647   4.729466782271317E+08   1395    136    150    354    151    355
   2648   4.729466782271317E+08   1241   -161    385    114    386    115
   2649   4.729466807344117E+08   1032   -121    572    214    573    215
   2650   4.729466807344117E+08   1400    -86    211    140    212    141
   2651   4.729466857490717E+08   1138    -68    456    234    457    235
   2652   4.729466857490717E+08   1007    -44    575    294    576    295
   2653   4.729466882564117E+08   1276   -260    380      9    381     10
   2654   4.729466882564117E+08   1372    -57    228    176    229    177
   2655   4.729466882564117E+08   1283   -151    341    111    342    112
   2656   4.729467133990633E+08   1389   -269    388    472    389    473
   2657   4.729467133990633E+08   1622   -217    150    453    151    454
   2658   4.729467133990633E+08   1277   -404    535    374    536    375
   2659   4.729467133990633E+08   1338   -429    484    332    485    333
   2660   4.729467133990633E+08   1785   -319     24    308     25    309
   2661   4.729467133990633E+08   1262   -493    575    294    576    295
   2662   4.729467133990633E+08   1755   -355     63    282     64    283
   2663   4.729467133990633E+08   1276   -540    575    245    576    246
   2664   4.729467133990633E+08   1647   -657    254     25    255     26
   2665   4.729467159063917E+08   1696   -272     97    380     98    381
   2666   4.729467159063917E+08   1653   -313    150    354    151    355
   2667   4.729467159063917E+08   1691   -444    151    217    152    218
   2668   4.729467159063917E+08   1702   -515    162    146    163    147
   2669   4.729467184137318E+08   1514   -175    242    526    243    527
   2670   4.729467184137318E+08   1573   -165    183    518    184    519
   2671   4.729467184137318E+08   1575   -645    321     58    322     59
   2672   4.729467209210116E+08   1582   -143    168    537    169    538
   2673   4.729467209210116E+08   1477   -274    307    442    308    443
   2674   4.729467209210116E+08   1651   -665    254     17    255     18
   2675   4.729467234283317E+08   1390   -269    388    472    389    473
   2676   4.729467234283317E+08   1771   -389     59    246     60    247
   2677   4.729467259356717E+08   1452   -206    311    514    312    515
   2678   4.729467259356717E+08   1488   -271    296    441    297    442
   2679   4.729467259356717E+08   1501   -437    331    279    332    280
   2680   4.729467259356717E+08   1434   -594    441    149    442    150
   2681   4.729467259356717E+08   1575   -645    321     58    322     59
   2682   4.729467284429517E+08   1313   -201    443    559    444    560
   2683   4.729467284429517E+08   1316   -279    463    484    464    485
   2684   4.729467284429517E+08   1277   -489    561    295    562    296
   2685   4.729467309502717E+08   1331   -179    418    575    419    576
   2686   4.729467309502717E+08   1623   -218    150    453    151    454
   2687   4.729467309502717E+08   1786   -320     24    308     25    309
   2688   4.729467309502717E+08   1819   -382     10    239     11    240
   2689   4.729467309502717E+08   1733   -421    105    226    106    227
   2690   4.729467309502717E+08   1801   -411     36    216     37    217
   2691   4.729467309502717E+08   1621   -560    252    127    253    128
   2692   4.729467334576317E+08   1475   -327    325    392    326    393
   2693   4.729467359649117E+08   1746   -410     88    233     89    234
   2694   4.729467384722316E+08   1312   -202    443    559    444    560
   2695   4.729467409795718E+08   1801   -411     36    216     37    217
   2696   4.729467459941717E+08   1330   -179    418    575    419    576
   2697   4.729467485015318E+08   1581   -141    168    537    169    538
   2698   4.729467485015318E+08   1275   -377    529    401    530    402
   2699   4.729467510087917E+08   1318   -227    445    533    446    534
   2700   4.729467510087917E+08   1652   -336    157    332    158    333
   2701   4.729467510087917E+08   1557   -542    307    162    308    163
   2702   4.729467510087917E+08   1275   -378    529    401    530    402
   2703   4.729467535161317E+08   1275   -378    529    401    530    402
   2704   4.729467535161317E+08   1513   -175    242    526    243    527
   2705   4.729467535161317E+08   1713   -430    126    224    127    225
   2706   4.729467535161317E+08   1332   -594    538    177    539    178
   2707   4.729467560234717E+08   1412   -153    333    576    334    577
   2708   4.729467560234717E+08   1390   -269    388    472    389    473
   2709   4.729467560234717E+08   1746   -409     88    233     89    234
   2710   4.729467585307517E+08   1529   -476    316    233    317    234
   2711   4.729467585307517E+08   1808   -453     42    172     43    173
   2712   4.729467610380716E+08   1795   -471     60    160     61    161
   2713   4.729467610380716E+08   1574   -645    321     58    322     59
   2714   4.729467610380716E+08   1396   -591    475    162    476    163
   2715   4.729467635453917E+08   1559   -145    190    540    191    541
   2716   4.729467635453917E+08   1572   -165    183    518    184    519
   2717   4.729467735746517E+08   1513   -173    242    527    243    528
   2718   4.729467735746517E+08   1419   -244    352    487    353    488
   2719   4.729467735746517E+08   1338   -430    484    332    485    333
   2720   4.729467735746517E+08   1680   -661    224     12    225     13
   2721   4.729467760819717E+08   1485   -531    373    193    374    194
   2722   4.729467760819717E+08   1315   -597    554    179    555    180
   2723   4.729467760819717E+08   1540   -600    341    111    342    112
   2724   4.729467760819717E+08   1814   -518     55    110     56    111
   2725   4.729467760819717E+08   1638   -594    244     88    245     89
   2726   4.729467760819717E+08   1553   -704    358      7    359      8
   2727   4.729467785892916E+08   1669   -155     87    499     88    500
   2728   4.729467785892916E+08   1755   -355     63    282     64    283
   2729   4.729467810966318E+08   1652   -272    137    393    138    394
   2730   4.729467810966318E+08   1695   -272     97    380     98    381
   2731   4.729467810966318E+08   1544   -626    344     84    345     85
   2732   4.729467810966318E+08   1588   -640    306     59    307     60
   2733   4.729467836039117E+08   1326   -343    470    419    471    420
   2734   4.729467836039117E+08   1673   -542    196    128    197    129
   2735   4.729467861112317E+08   1712   -429    126    224    127    225
   2736   4.729467861112317E+08   1674   -542    196    128    197    129
   2737   4.729467861112317E+08   1637   -652    263     32    264     33
   2738   4.729467886185917E+08   1449   -281    335    443    336    444
   2739   4.729467886185917E+08   1338   -430    484    332    485    333
   2740   4.729467886185917E+08   1624   -348    186    328    187    329
   2741   4.729467886185917E+08   1366   -524    485    234    486    235
   2742   4.729467886185917E+08   1628   -505    228    176    229    177
   2743   4.729467886185917E+08   1609   -537    256    151    257    152
   2744   4.729467911258717E+08   1373   -261    401    483    402    484
   2745   4.729467936331917E+08   1580   -142    168    537    169    538
   2746   4.729467936331917E+08   1317   -226    445    533    446    534
